airport_ident,length_ft,width_ft,surface,closed,le_ident,le_heading_degT,le_latitude_deg,le_longitude_deg,he_ident,he_heading_degT,he_latitude_deg,he_longitude_deg
FMSJ,5249,,dirt,0,09,,,,27,,,
FMSK,3886,79,ASP,0,05,33.7,-22.1242,48.0186,23,213.7,-22.1153,48.025
FMSM,4921,98,ASP,0,04,22,-21.208,48.3556,22,202,-21.1955,48.361
FMSR,4265,98,ASP,0,04,28,-21.759,43.3725,22,208,-21.7487,43.3785
FMST,6562,98,ASP,0,04,23,-23.3916,43.7246,22,203,-23.3751,43.7323
FMST,2625,42,ASP,0,11,88,-23.3914,43.7249,29,268,-23.3912,43.7327
FMZJ,4265,,,0,10,,,,28,,,
FN18,8015,98,ASP,0,10,95,-14.7265,15.0028,28,275,-14.7286,15.0253
FN19,9830,148,ASP,0,08,72,-9.65707,13.2476,26,252,-9.64903,13.2737
FNBC,5905,98,ASP,0,16,155,-6.26246,14.2436,34,335,-6.27733,14.2505
FNBG,5315,100,ASP,0,14,131,-12.6044,13.3981,32,311,-12.6137,13.4094
FNBJ,12467,197,ASP,0,06L,,,,24R,,,
FNBJ,13123,197,PEM,0,06R,,,,24L,,,
FNCA,8202,98,ASP,0,36,360,-5.60829,12.1885,18,180,-5.58569,12.1882
FNCT,12139,145,ASP,0,02,,,,20,,,
FNCX,5906,,,0,XX,,,,XX,,,
FNDU,6468,80,ASP,0,03,40,-7.40768,20.8127,21,220,-7.3941,20.8243
FNGI,10640,95,ASP,0,13,114.9,-17.0373,15.67,31,294.9,-17.0496,15.6976
FNHU,3281,,UNK,0,01,,,,19,,,
FNHU,8727,148,ASP,0,11,100,-12.8067,15.7485,29,280,-12.8111,15.7726
FNKU,8202,98,ASP,0,08,70,-12.4086,16.9366,26,250,-12.4007,16.9582
FNLB,4920,98,ASP,0,16,151,-12.3653,13.5331,34,331,-12.3772,13.5401
FNLU,12190,148,ASP,0,05,47,-8.87688,13.2139,23,227,-8.85401,13.2384
FNLU,8530,197,ASP,0,07,68,-8.85561,13.2257,25,248,-8.847,13.2466
FNLZ,4915,66,ASP,0,04,31,-9.12182,18.0459,22,211,-9.11009,18.0528
FNMA,7283,98,ASP,0,13,123,-9.51962,16.304,31,303,-9.53055,16.3208
FNME,11483,147,ASP,0,13,120,-14.6501,17.7055,31,300,-14.665,17.7341
FNMO,8202,148,ASP,0,08,66,-15.2658,12.1361,26,246,-15.2567,12.1574
FNNG,7874,98,ASP,0,16,155,-7.74468,15.2832,34,335,-7.76434,15.2923
FNPA,3379,98,ASP,0,07,55,-10.7246,13.7618,25,235,-10.7193,13.7693
FNSA,11155,148,ASP,0,13,130,-9.67919,20.42,31,310,-9.69894,20.4438
FNSO,5905,98,ASP,0,06,55,-6.14661,12.36377,24,235,-6.13568,12.37955
FNSU,3115,60,ASP,0,05,44.6,-11.171,13.8445,23,224.6,-11.1648,13.8506
FNUA,5112,,,0,17,,,,35,,,
FNUB,10335,148,ASP,0,10,87,-14.92512,13.56195,28,267,-14.92422,13.59118
FNUE,7875,130,ASP,0,11,104,-11.7654,19.887,29,284,-11.7707,19.9084
FNUG,6562,55,ASP,0,01,6,-7.612,15.027,19,186,-7.59413,15.0286
FNXA,7400,97,ASP,0,03,21,-16.7649,14.9615,21,201,-16.7459,14.9692
FNZG,5906,68,ASP,0,08,75,-7.719,21.3503,26,255,-7.71486,21.3661
FO03,4600,,Earth,0,09,,,,27,,,
FOGK,5841,148,ASP,0,15,151,-1.17758,12.4374,33,331,-1.19164,12.4452
FOGM,5891,100,ASP,0,17,167.6,-1.83722,11.0549,35,347.6,-1.85307,11.0584
FOGO,5906,98,ASP,0,03,25,1.53572,11.578,21,205,1.5505,11.5847
FOGQ,4921,98,ASP,0,08,73,-0.66719,13.6667,26,253,-0.66324,13.6796
FOGR,7555,148,LAT,0,04,42,-0.71208,10.2388,22,222,-0.69667,10.2527
FOGR,,,UNK,0,05,,,,23,,,
FOOB,5726,98,LAT,0,13,123,2.07992,11.4866,31,303,2.07136,11.4998
FOOD,6234,92,ASP,0,12,,,,30,,,
FOOD,5906,,UNK,1,14,,,,32,,,
FOOG,6234,148,ASP,0,02,22,-0.71969,8.75114,20,202,-0.70379,8.75762
FOOH,5285,98,ASP,0,14,135,-1.56956,9.25759,32,315,-1.5799,9.26779
FOOK,5892,148,ASP,0,06,58,0.57495,12.884,24,238,0.58348,12.8978
FOOL,9844,148,ASP,0,16,154,0.47081,9.40635,34,334,0.44642,9.41815
FOON,10105,148,ASP,0,15,144,-1.64495,13.4298,33,324,-1.66736,13.4462
FOOT,5906,,UNK,0,15,,,,33,,,
FPPR,4331,98,ASP,0,18,168,1.66872,7.4105,36,348,1.65715,7.41298
FPST,7283,148,ASP,0,11,103,0.38053,6.70242,29,283,0.37582,6.72188
FQ49,3280,75,BIT,0,17,160.1,-21.1619,34.5625,35,340.1,-21.1706,34.5658
FQBR,3018,148,ASP,1,06,44,-19.7995,34.9065,24,224,-19.7936,34.9126
FQBR,7874,148,ASP,0,12,105,-19.7936,34.8965,30,285,-19.7992,34.9186
FQBR,5660,148,ASP,1,17,159.9,-19.7916,34.9066,35,339.9,-19.8063,34.9123
FQCH,7874,148,ASP,0,01,5,-19.1621,33.428,19,185,-19.1404,33.4299
FQIN,2625,98,SAN,0,06,47,-23.8787,35.405,24,227,-23.8738,35.4107
FQIN,4921,98,ASP,0,16,149,-23.8706,35.4048,34,329,-23.8822,35.4123
FQLC,8300,148,ASP,0,08,71,-13.2778,35.2553,26,251,-13.2702,35.2773
FQLU,4921,98,ASP,0,01,360,-15.0399,40.6717,19,180,-15.0263,40.6718
FQMA,12008,148,ASP,0,05,29,-25.9249,32.5701,23,209,-25.8959,32.5878
FQMA,5577,148,ASP,0,10,86,-25.9212,32.5664,28,266,-25.9202,32.5833
FQMD,7714,98,ASP,0,16,158.2,-11.6631,39.5591,34,338.2,-11.6828,39.5672
FQMP,6562,88,ASP,0,03,25,-11.37,40.351,21,205,-11.3536,40.3587
FQMR,5660,98,ASP,0,15,143,-13.2189,37.5473,33,323,-13.2312,37.5568
FQNC,10171,148,ASP,0,01,13,-14.50034,40.71128,19,193,-14.47247,40.71356
FQNP,6562,148,ASP,0,05,45.8,-15.1118,39.2751,23,225.8,-15.0994,39.2885
FQNP,5135,148,GVL,0,13,119,-15.1035,39.2864,31,299,-15.1104,39.2991
FQPB,2625,98,ASP,1,08,78,-12.988,40.517,26,258,-12.9864,40.5242
FQPB,5905,148,ASP,0,17,160.8,-12.9856,40.5221,35,340.8,-13.001,40.5276
FQQL,2980,98,GVL,1,09,85,-17.8513,36.8657,27,265,-17.8505,36.8744
FQQL,5905,148,ASP,0,18,174,-17.8474,36.8683,36,354,-17.8636,36.87
FQSG,2953,75,ASP,0,16,159,-15.5989,32.7717,34,339,-15.6065,32.7747
FQTT,8225,148,ASP,0,01,2,-16.1161,33.6399,19,182,-16.0935,33.6405
FQUG,5900,98,ASP,0,16,158,-14.6971,34.3493,34,338,-14.7122,34.3555
FQVL,2461,75,ASP,0,10,89,-22.0185,35.3106,28,269,-22.0184,35.3179
FQVL,4823,98,ASP,0,17,156,-22.0111,35.3098,35,336,-22.0232,35.3156
FQXA,5906,,concrete,0,02,,,,20,,,
FR-0009,656,82,GRS,0,17,,,,35,,,
FR-0020,82,82,GRS,0,05H,,,,23H,,,
FR-0020,1050,82,GRS,0,09,,,,27,,,
FR-0158,1575,82,Grass,0,04,43,46.87883,-0.28658,22,223,46.88212,-0.28242
FR-0158,3675,164,Grass,0,08,83,46.87944,-0.29451,26,263,46.881,-0.2803
FR-0158,2133,82,Grass,0,12,123,46.88081,-0.29124,30,303,46.87782,-0.28382
FR-0182,3280,164,WATER,0,13,,43.4513,5.20005,31,,43.44517,5.2092
FR-0247,910,66,G,0,02,,,,20,,,
FR-0255,1312,66,GRS,0,04D,,,,22A,,,
FR-0278,1640,,SNO,0,08,,,,26,,,
FR-0289,590,81,SNO,0,09,,,,27,,,
FR-0289,492,131,SNO,0,15,,,,33,,,
FR-0299,492,66,grass,0,09,,,,27,,,
FR-0300,1312,328,Snow,0,07,,,,25,,,
FR-0300,1640,328,Snow,0,16,,,,34,,,
FR-0302,1083,164,Grass/Snow,0,01,,,,19,,,
FR-0309,1214,49,Dirt,0,10A,,,,28D,,,
FR-0314,4921,,dirt,0,XX,,,,XX,,,
FR-0320,2493,41,,0,08,79.43,,,26,259.43,,
FR-0321,1132,56,Earth,0,08,,,,26,,,
FR-0323,2297,82,G,0,02,,,,20,,,
FR-0328,984,131,GRS,0,01,,,,19,,,
FR-0331,2395,131,G,0,05,,,,23,,,
FR-0335,1969,131,grass,0,03,,,,21,,,
FR-0335,1427,131,grass,0,09,,,,27,,,
FR-0338,2461,98,GRS,0,17,,,,35,,,
FR-0349,3117,,G,0,11,,,,29,,,
FR-0353,820,66,GRS,0,01,,,,19,,,
FR-0382,755,,GRS,0,05,,,,23,,,
FR-0391,660,50,Earth,0,12,,,,30,,,
FR-0392,1148,66,Earth,0,04,,,,22,,,
FR-0394,2297,28,ASP,0,13,126,44.84371,1.58512,31,306,44.84002,1.59232
FR-0401,2198,164,GRS,0,08,,,,26,,,
FR-0402,1542,131,GRS,0,17,,,,35,,,
FR-0410,984,,GRS,0,05,,,,23,,,
FR-0412,984,98,GRS,0,11,,,,29,,,
FR-0413,820,98,SNO,0,16,,,,34,,,
FR-0414,1247,131,GRS,0,10,,,,28,,,
FR-0416,1968,98,GRS,0,09,,,,27,,,
FR-0420,1345,115,Earth,0,14A,,,,32D,,,
FR-0423,1312,164,Earth,0,14,,,,32,,,
FR-0425,2625,82,GRS,0,17,,,,35,,,
FR-0429,1444,82,GRS,0,10,,,,28,,,
FR-0445,1050,82,GRS,0,05,,,,23,,,
FR-0451,1969,98,GRS,0,07,,,,25,,,
FR-0465,656,66,GRS,0,06,,,,24,,,
FR-0465,656,66,GRS,0,17,,,,35,,,
FR-0466,1312,,GRS,0,18,,,,36,,,
FR-0467,1968,82,GRS,0,03,,,,21,,,
FR-0469,591,98,GRS,0,02,,,,20,,,
FR-0475,4101,,GRS,0,14,,,,32,,,
FR-0487,1640,50,Grass,0,15,,,,35,,,
FR-0490,1411,66,GRS,0,11,,,,29,,,
FR-0491,1312,98,GRS,0,10,,,,28,,,
FR-0492,1476,98,GRS,0,06,,,,24,,,
FR-0493,820,66,GRS,0,08,,,,26,,,
FR-0494,656,164,GRS,0,16,,,,34,,,
FR-0496,656,492,GRS,0,ALL,,,,WAY,,,
FR-0499,1837,131,GRS,0,15,,,,35,,,
FR-0500,722,72,GRS,0,13,,,,31,,,
FR-0501,1148,79,GRS,0,18,,,,36,,,
FR-0502,1312,131,grass,0,15,,,,33,,,
FR-0507,1804,82,GRS,0,10,,,,28,,,
FR-0511,1968,66,GRS,0,17,,,,35,,,
FR-0512,1312,98,GRS,0,09,,,,27,,,
FR-0513,1476,98,GRS,0,01,,,,19,,,
FR-0514,984,66,GRS,0,01,,,,19,,,
FR-0515,492,33,GRS,0,16,,,,34,,,
FR-0517,1378,98,GRS,0,02,,,,20,,,
FR-0518,1312,66,GRS,0,16,,,,34,,,
FR-0519,984,66,GRS,0,16,,,,34,,,
FR-0521,820,98,GRS,0,02,,,,20,,,
FR-0522,1476,,GRS,0,06,,,,24,,,
FR-0523,2100,98,GRS,0,13,,,,31,,,
FR-0524,1640,66,GRS,0,06,,,,24,,,
FR-0535,1312,72,GRS,0,15,,,,33,,,
FR-0564,984,98,GRS,0,12,,,,30,,,
FR-0567,984,65,grass,0,17,,,,35,,,
FR-0569,3281,98,GRS,0,06,,,,24,,,
FR-0570,984,66,GRS,0,01,,,,19,,,
FR-0571,919,164,GRS,0,01,,,,16,,,
FR-0572,1332,46,GRS,0,01,,,,19,,,
FR-0573,1600,130,grass,0,17,168,,,35,348,,
FR-0574,1640,164,GRS,0,01,,,,19,,,
FR-0574,1312,131,GRS,0,13,,,,31,,,
FR-0598,656,656,GRS,0,ALL,,,,WAY,,,
FR-0624,360,18,Grass,0,16,160,,,34,340,,
FR-0640,984,66,GRS,0,03,,,,21,,,
FR-0722,1170,100,grass,0,03,,,,21,,,
FR-0722,1170,70,grass,0,09,,,,27,,,
FR-0733,984,66,GRS,0,07,,,,25,,,
FR-0740,1247,79,GRS,0,03,,,,21,,,
FR-0851,1017,39,GRS,0,05,,,,23,,,
FR-0974,820,59,GRS,0,13,,,,31,,,
FR-0980,1085,66,GRS,0,13,,,,31,,,
FR-1003,1312,131,gravel,0,06,,44.5363,6.43454,24,,44.53731,6.43654
FR-1014,755,82,grass,0,15,,44.66203,6.21154,33,,44.65976,6.21326
FR-1016,656,131,GRS,0,12,,,,30,,,
FR-1175,1280,,GRS,1,13,,,,31,,,
FR-1184,3400,,,0,,,,,,,,
FR-1185,492,98,GRS,0,360,,,,,,,
FR-1237,4593,98,ASP,0,14,136,45.1554,1.46222,32,316,45.1464,1.47472
FR-1238,8264,164,ASP,0,10,94.2,50.2226,3.13664,28,274.2,50.221,3.17184
FR-1239,7973,147,ASP,0,01,14,47.9114,7.39568,19,194,47.9326,7.40366
FR-1240,7874,148,ASP,0,01,9.8,49.0617,6.12997,19,189.8,49.0829,6.13555
FR-1241,8143,157,ASP,0,07,67.5,49.3057,4.03434,25,247.5,49.3143,4.06592
FR-1242,7874,148,ASP,0,07,68,48.0822,5.64906,25,248,48.0904,5.67906
FR-1245,3018,,UNK,0,14,,,,32,,,
FR-1246,3281,,UNK,0,02,,,,20,,,
FR-1249,2854,98,ASP,0,04,,46.27542,5.66309,22,,46.28099,5.6691
FR-1250,3117,,UNK,0,18,,,,36,,,
FR-1252,9843,,UNK,0,05,,,,23,,,
FR-1253,4101,,UNK,0,03,,,,21,,,
FR-1253,3215,,UNK,0,10,,,,28,,,
FR-1255,3937,246,,0,NW,,,,SE,,,
FR-1260,5577,,UNK,0,16,,,,34,,,
FR-1269,9318,148,CON,1,03,,,,21,,,
FR-1275,1460,131,Earth,0,03D,,,,21A,,,
FR-1277,1968,98,Hard,0,17,,,,35,,,
FR-1278,1968,98,GRS,0,01,,,,19,,,
FR-1323,1083,66,GRS,0,06,,,,24,,,
FSAL,3983,75,CON,0,15,144.9,-7.00029,52.7231,33,324.9,-7.00927,52.7294
FSAS,1210,100,concrete,0,16,,,,34,,,
FSDR,4531,33,CON,0,12,110,-5.69456,53.65,30,290,-5.69884,53.6617
FSFA,3035,75,CON,0,13,128,-10.107,51.1728,31,308,-10.1122,51.1794
FSIA,9800,151,CON,0,13,125,-4.66663,55.5108,31,305,-4.68213,55.5329
FSPP,4318,104,ASP,0,15,149,-4.31385,55.6882,33,329,-4.32474,55.6947
FSSC,,,concrete,0,13,,,,31,,,
FTTA,5906,,UNK,0,04,,,,22,,,
FTTC,9186,98,ASP,0,09,92.6,13.848,20.8303,27,272.6,13.8469,20.8562
FTTD,5906,115,ASP,0,04,35,8.61771,16.0668,22,215,8.6311,16.0761
FTTI,6025,90,PER,0,09,,,,27,,,
FTTJ,9186,148,ASP,0,05,46,12.1249,15.0247,23,226,12.1425,15.0432
FTTY,9186,148,ASP,0,06,58,17.9104,19.0998,24,238,17.9237,19.1223
FUB,1985,,,0,07,,,,25,,,
FV76,3704,50,ASP,0,08,78,-19.0119,30.0199,26,258,-19.0098,30.0304
FV76,5612,65,GRE,0,12,119,-18.9959,30.0188,30,299,-19.0034,30.033
FV77,5108,30,ASP,0,05,43,-16.9153,30.2375,23,223,-16.905,30.2474
FVBU,4419,98,ASP,0,02,8,-20.0152,28.6182,20,188,-20.0031,28.6199
FVBU,8491,148,ASP,0,13,115,-20.0162,28.6152,31,295,-20.0262,28.6376
FVCN,3569,54,ASP,0,09,84,-16.7346,31.1169,27,264,-16.7336,31.1271
FVCP,3937,56,ASP,0,06,53.8,-17.7552,30.9195,24,233.8,-17.7489,30.9286
FVCP,3035,59,ASP,0,14,132,-17.7489,30.9215,32,312,-17.7544,30.9281
FVCZ,5785,98,BIT,0,14,130,-21.003,31.572,32,310,-21.0132,31.5851
FVDA,3000,80,,0,09,82,-17.0055,30.8917,27,262,-17.0043,30.9005
FVFA,13123,148,ASP,0,12,110,-18.09081,25.81806,30,290,-18.10319,25.85356
FVHA,15502,151,ASP,0,05,46,-17.94683,31.07714,23,226,-17.9167,31.10861
FVKB,5413,49,ASP,0,09,82,-16.5208,28.8773,27,262,-16.5188,28.8927
FVKK,3281,,ASP,0,13,,,,31,,,
FVMA,2625,30,Asphalt,0,14,,,,32,,,
FVMD,3650,59,ASP,0,10,98,-16.7685,31.5547,28,278,-16.77,31.565
FVMT,3609,59,BIT,0,09,84.2,-17.4324,32.1793,27,264.2,-17.4314,32.1897
FVMU,3117,60,MAC,0,12,112.9,-18.9958,32.6231,30,292.9,-18.9992,32.6314
FVMV,3937,59,GRS,0,10,88,-20.0556,30.8512,28,268,-20.0552,30.8626
FVMV,5663,59,BIT,0,17,162,-20.0548,30.8589,35,342,-20.0696,30.864
FVOT,3642,56,ASP,0,11,100.3,-16.984,32.6676,29,280.3,-16.9857,32.6777
FVSH,3942,60,MAC,0,16,144,-20.2851,30.0849,34,324,-20.2939,30.0916
FVTL,8766,100,ASP,0,13L,116,-19.4312,29.8504,31R,296,-19.4416,29.8734
FVTL,7826,93,ASP,1,13R,116,-19.4327,29.8512,31L,296,-19.442,29.8717
FVWN,15091,98,ASP,0,08,68,-18.6376,27.0008,26,248,-18.6221,27.0413
FWB,5002,75,CONC-G,0,03,,,,21,,,
FWCL,7628,98,ASP,0,10,97,-15.6773,34.9587,28,277,-15.6798,34.9802
FWCL,4501,98,ASP,0,15,141,-15.6712,34.9674,33,321,-15.6808,34.9755
FWCM,3800,,,0,11,,,,29,,,
FWDW,3980,,,0,14,,,,32,,,
FWKA,4200,59,ASP,0,14,138,-9.94931,33.8891,32,318,-9.95783,33.897
FWKG,3937,57,ASP,0,08,74,-13.0161,33.4633,26,254,-13.0132,33.4739
FWKI,11614,148,ASP,0,14,130.9,-13.7791,33.7684,32,310.9,-13.7996,33.7936
FWLE,4462,98,ASP,0,09,80.1,-13.967,33.6957,27,260.1,-13.965,33.708
FWLE,4615,134,GRS,1,17,163.8,-13.9635,33.6945,35,343.8,-13.9757,33.698
FWSU,4100,75,Asphalt,0,15,,-16.26436,34.87431,33,,-16.27384,34.88055
FWUU,4291,62,BIT,0,17,161.1,-11.4392,34.0098,35,341.1,-11.4504,34.0137
FWZA,4100,55,ASP,0,09,78.5,-15.3863,35.3788,27,258.5,-15.3844,35.3902
FXMM,10498,148,ASP,0,04,15,-29.4695,27.5502,22,195,-29.4417,27.5589
FXMM,3314,75,ASP,0,11,85,-29.4627,27.5466,29,265,-29.462,27.5569
FXMU,4531,98,ASP,0,04,21,-29.3098,27.5009,22,201,-29.2983,27.5061
FXMU,1542,98,GRE,0,11,85,-29.3062,27.5014,29,265,-29.3058,27.5063
FYAA,4260,33,Dirt,0,09,,-27.9931,17.591,27,,-27.9931,17.6062
FYAD,2952,49,Sand,0,07,,,,25,,,
FYAK,7123,33,Gravel,0,14,,-28.45,17.4563,32,,-28.4672,17.4727
FYAR,6300,66,ASP,0,10,81,-22.4636,14.9708,28,261,-22.4609,14.9892
FYEN,5735,98,ASP,0,09,75,-17.4851,16.314,27,255,-17.481,16.3299
FYGF,11680,148,ASP,0,08,68,-19.6048,18.1158,26,248,-19.5926,18.1473
FYGF,3412,98,ASP,0,17,158,-19.5969,18.1204,35,338,-19.6057,18.1242
FYHV,5085,66,Earth,0,06,,,,24,,,
FYKB,4930,,,0,05,,,,23,,,
FYKB,2750,,,0,17,,,,35,,,
FYKM,7520,128,ASP,0,09,80,-17.6362,24.166,27,260,-17.6327,24.1873
FYKT,7598,148,ASP,0,04,16,-26.5498,18.1083,22,196,-26.5299,18.1146
FYKT,4705,98,GVL,0,18,155,-26.5319,18.1091,36,335,-26.5436,18.1151
FYLS,4298,,UNK,0,11,,,,29,,,
FYLZ,6004,98,ASP,0,04,17,-26.6917,15.2414,22,197,-26.6758,15.2468
FYLZ,3830,98,GVL,0,12,99,-26.6873,15.242,30,279,-26.689,15.254
FYMG,4828,33,Gravel,0,02,,-22.0248,17.3627,20,,-22.0105,17.3683
FYML,6562,82,ASP,0,01,350,-24.6121,17.9268,19,170,-24.5944,17.9231
FYML,4921,98,GVL,0,12,98,-24.604,17.9134,30,278,-24.606,17.9278
FYOA,9800,98,ASP,0,08,65,-17.8838,15.9398,26,245,-17.8726,15.9654
FYOA,4423,98,GVL,0,16,149,-17.87,15.9406,34,329,-17.8804,15.9473
FYOG,5252,59,ASP,0,02,360,-28.5919,16.4467,20,180,-28.5775,16.4467
FYOG,3000,47,GVL,1,07,48,-28.5905,16.4429,25,228,-28.5846,16.4496
FYOG,3500,60,GVL,1,16,141,-28.5846,16.4415,34,321,-28.5917,16.4483
FYOS,4921,82,Asphalt,0,17,,-17.7841,15.6922,35,,-17.7959,15.6944
FYRC,7122,98,ASP,0,11,90,-17.4206,14.3719,29,270,-17.4206,14.3923
FYRC,5403,98,ASP,0,16,139,-17.4196,14.3707,34,319,-17.4308,14.3809
FYRU,11004,98,ASP,0,08,72,-17.9612,19.7044,26,252,-17.9518,19.7345
FYRU,4806,98,GVL,1,18,171,-17.949,19.7222,36,351,-17.9617,19.7243
FYSA,5741,,UNK,0,17,,,,35,,,
FYSL,4600,23,sand,0,05,43,,,23,224,,
FYSO,4593,56,Gravel,0,02,,,,20,,,
FYTF,6550,82,ASP,0,10,,-20.5429,14.3517,28,,-20.546,14.3706
FYTM,4823,56,ASP,0,12,108,-19.2598,17.7256,30,288,-19.264,17.7394
FYVF,5249,197,SAND,0,01,,-23.43329,18.26904,19,,-23.41997,18.27029
FYVF,6562,295,SAND,0,08,,-23.43408,18.26943,26,,-23.42889,18.28704
FYWB,11483,196,ASP,0,09,72,-22.9842,14.6312,27,252,-22.9746,14.6631
FYWE,7381,98,ASP,0,01,351,-22.6152,17.0807,19,171,-22.5952,17.0773
FYWE,3297,98,GVL,0,09,76,-22.6135,17.0749,27,256,-22.6113,17.0842
FYWH,15010,148,ASP,0,08,64,-22.4898,17.4495,26,244,-22.4714,17.4894
FYWH,5000,98,ASP,0,16,141,-22.4777,17.469,34,321,-22.4884,17.4783
FZAA,13123,197,CON,0,06,58,-4.39693,15.42708,24,238,-4.3774,15.45741
FZAB,5526,98,ASP,0,08,70.7,-4.32915,15.3204,26,250.7,-4.32417,15.3346
FZAG,4864,98,ASP,0,04,27.9,-5.93676,12.3486,22,207.9,-5.92495,12.3549
FZAJ,3346,,Gravel,0,03,,,,21,,,
FZAM,5150,,Dirt,0,01,,,,19,,,
FZAR,3700,100,GRS,0,08,71,-5.4227,14.8121,26,251,-5.4194,14.8217
FZBA,3937,,dirt,0,08,,,,26,,,
FZBI,4692,,GVL,0,11,,,,29,,,
FZBO,4528,98,ASP,0,11,106,-3.30959,17.3757,29,286,-3.31305,17.3876
FZCA,5151,95,ASP,0,06,46.2,-5.04069,18.7805,24,226.2,-5.03084,18.7908
FZCI,2100,,GRS,0,12,,,,30,,,
FZEA,7223,148,ASP,0,18,173,0.03247,18.2876,36,353,0.01273,18.2899
FZEN,4856,,Dirt,0,06,,,,24,,,
FZFD,10499,197,ASP,0,07,73.1,4.2489,20.9615,25,253.1,4.25752,20.9891
FZFE,4134,,Dirt,0,07,,,,25,,,
FZFK,6550,148,ASP,0,11,102,3.23731,19.7625,29,282,3.23343,19.78
FZFP,6626,134,LAT,0,05,50.1,4.15182,21.6606,23,230.1,4.16346,21.6746
FZFU,5578,,,0,11,,,,29,,,
FZGA,7200,164,GVL,0,05,47.7,2.16404,21.4896,23,227.7,2.17727,21.5042
FZIA,7218,98,ASP,0,10,97.1,0.51868,25.1452,28,277.1,0.51625,25.1649
FZIC,11483,148,ASP,0,13,125,0.49067,25.3251,31,305,0.47262,25.3508
FZJF,3232,,GRS,0,07,,,,25,,,
FZJH,8202,148,ASP,0,13,130,2.83488,27.5796,31,310,2.82033,27.5969
FZKA,8202,148,ASP,0,09,93,1.56665,30.2124,27,273,1.56479,30.229
FZKJ,6890,98,ASP,0,07,73,2.81557,24.7847,25,253,2.82113,24.8027
FZKN,2952,,GRS,0,05,,,,23,,,
FZMA,6562,148,ASP,0,17,164.3,-2.30033,28.8064,35,344.3,-2.31763,28.8112
FZNA,9695,148,ASP,0,17,174,-1.65286,29.23666,35,354,-1.67945,29.23925
FZNI,3600,,grass,0,03,,,,21,,,
FZNP,6600,,ASP/GVL,0,11,,,,29,,,
FZOA,7218,148,ASP,0,18,176,-2.90924,25.9147,36,356,-2.92912,25.9161
FZOK,291,,grass,0,13,,,,31,,,
FZQA,10623,164,ASP,0,07,66,-11.5971,27.5173,25,246,-11.5854,27.5445
FZQG,4265,,dirt,0,01,,,,19,,,
FZQM,5741,98,ASP,0,11,101,-10.7644,25.4979,29,281,-10.7674,25.5136
FZRF,5741,98,ASP,0,06,58,-5.87974,29.2426,24,238,-5.87135,29.256
FZRQ,6234,,,0,11,,,,29,,,
FZSA,8858,148,ASP,0,13L,121.3,-8.63347,25.2563,31R,301.3,-8.64606,25.2774
FZSA,8858,148,ASP,0,13R,121,-8.63799,25.2284,31L,301,-8.65058,25.2495
FZSB,4823,,dirt,0,10,,,,28,,,
FZSK,4035,,Grass,0,02,,,,20,,,
FZUA,7218,148,ASP,0,11,107.7,-5.89704,22.4597,29,287.7,-5.90304,22.4786
FZUK,5249,,Gravel,0,16,,,,34,,,
FZVA,5249,,TURF,0,09,,,,27,,,
FZVO,6582,,ASP/GVL,0,11,,,,29,,,
FZVR,3937,,GRS,0,08,,,,26,,,
FZVS,4117,,grass,0,07,,,,25,,,
FZWA,6558,148,ASP,0,16,161,-6.11271,23.5661,34,341,-6.12976,23.5719
FZWB,2051,,Dirt,0,07,,,,25,,,
G05,2497,50,ASPH-F,0,14,,,,32,229,,
GA-GAX,5906,98,ASP,0,13,,,,31,,,
GA00,3000,100,GRVL,0,03,,,,21,,,
GA03,2000,50,TURF,0,03,,,,21,,,
GA04,4500,100,TURF,0,07,,,,25,224.2,,
GA06,3900,80,TURF-G,0,14,,,,32,,,
GA09,1850,24,ASPH,0,03,,,,21,,,
GA10,2100,60,TURF-G,0,12,,,,30,313.9,,
GA11,40,40,MATS,0,H1,,,,,313.9,,
GA11,40,40,MATS,0,H2,,,,,358.9,,
GA14,5600,75,ASPH,0,09,90,31.4031,-84.3317,27,282,31.4031,-84.3139
GA16,2100,50,TURF,0,10,,,,28,0.4,,
GA17,3500,60,TURF,0,18,,,,36,,,
GA18,2800,60,TURF,0,09,,,,27,205,,
GA1A,3802,100,ASP,0,07,66,14.4292,-11.4446,25,246,14.4334,-11.4348
GA2,2400,100,TURF-F,0,13,128,33.1835,-84.378,31,308,33.1835,-84.378
GA20,3600,75,TURF,0,15,,,,33,,,
GA21,2000,200,TURF,0,11,,,,29,,,
GA22,3000,75,TURF,0,08,,,,26,,,
GA23,2750,150,TURF,0,02,,,,20,,,
GA24,150,100,TURF,0,H1,,,,,315.6,,
GA25,2200,200,TURF,0,15,,,,33,,,
GA26,40,40,CONC,0,H1,,,,,,,
GA28,90,90,CONC,0,H1,,,,,,,
GA29,1650,100,TURF,0,07,,,,25,,,
GA31,3200,75,TURF,0,04,,,,22,,,
GA32,40,40,CONC,0,H1,,,,,,,
GA33,105,105,TURF,0,H1,,,,,360,,
GA35,2700,100,TURF,0,13,,,,31,,,
GA37,45,45,ALUMINUM,0,H2,,,,,236.6,,
GA38,30,30,CONC,0,H1,,,,,,,
GA39,2640,60,TURF,0,12,,,,30,,,
GA40,250,250,CONC,0,H1,,,,,,,
GA43,2300,150,TURF,0,08,,,,26,,,
GA44,1700,50,TURF-DIRT,0,18,,,,36,,,
GA47,2350,90,TURF,0,18,,,,36,,,
