iata,icao,name,lat,lon
POG,FOOG,Port Gentil International Airport,-0.7117,8.7544
OMB,FOOH,Omboue Hospital Airport,-1.5747,9.2627
IGE,FOOI,Tchongorove Airport,-1.9308,9.3196
MKU,FOOK,Makokou Airport,0.5792,12.8909
LBV,FOOL,Libreville Leon M'ba International Airport,0.4590,9.4121
MZC,FOOM,Mitzic Airport,0.7830,11.5500
MVB,FOON,M'Vengue El Hadj Omar Bongo Ondimba International Airport,-1.6562,13.4380
LTL,FOOR,Lastourville Airport,-0.8267,12.7486
TCH,FOOT,Tchibanga Airport,-2.8885,10.9554
MYB,FOOY,Mayumba Airport,-3.4584,10.6765
FOY,FOY,Foya Airport,8.3513,-10.2269
PCP,FPPR,Principe Airport,1.6612,7.4111
TMS,FPST,São Tomé International Airport,0.3782,6.7122
ANO,FQAG,Angoche Airport,-16.1819,39.9452
BEW,FQBR,Beira International Airport,-19.7964,34.9076
FXO,FQCB,Cuamba Airport,-14.8150,36.5300
VPY,FQCH,Chimoio Airport,-19.1513,33.4290
IHC,FQIA,Inhaca Airport,-25.9971,32.9294
IBO,FQIB,Ibo Airport,-12.3502,40.6023
INH,FQIN,Inhambane Airport,-23.8764,35.4085
VXC,FQLC,Lichinga Airport,-13.2740,35.2663
LFB,FQLU,Lumbo Airport,-15.0331,40.6717
MPM,FQMA,Maputo Airport,-25.9208,32.5726
MUD,FQMD,Mueda Airport,-11.6729,39.5631
MZB,FQMP,Mocímboa da Praia Airport,-11.3618,40.3549
MNC,FQNC,Nacala International Airport,-14.4882,40.7122
APL,FQNP,Nampula Airport,-15.1056,39.2818
POL,FQPB,Pemba Airport,-12.9933,40.5249
PDD,FQPO,Ponta do Ouro Airport,-26.8269,32.8384
UEL,FQQL,Quelimane Airport,-17.8555,36.8691
TET,FQTT,Tete Airport,-16.1048,33.6402
VNX,FQVL,Vilankulo Airport,-22.0184,35.3133
VJB,FQXA,Xai-Xai Chongoene Airport,-24.8929,33.7530
JAH,FR-0205,Zi Les Paluds Heliport,43.2867,5.6039
DES,FSDR,Desroches Airport,-5.6967,53.6558
SEZ,FSIA,Seychelles International Airport,-4.6743,55.5218
FSL,FSL,Fossil Downs Airport,-18.1321,125.7873
PRI,FSPP,Praslin Island Airport,-4.3193,55.6916
BDI,FSSB,Bird Island Airport,-3.7237,55.2061
DEI,FSSD,Denis Island Airport,-3.8021,55.6674
FRK,FSSF,Frégate Island Airport (UNUSABLE),-4.5828,55.9449
SRH,FTTA,Sarh Airport,9.1444,18.3744
OGR,FTTB,Bongor Airport,10.2883,15.3796
AEH,FTTC,Abeche Airport,13.8470,20.8443
MQQ,FTTD,Moundou Airport,8.6285,16.0742
LTC,FTTH,Lai Airport,9.3979,16.3125
ATV,FTTI,Ati Airport,13.2398,18.3159
NDJ,FTTJ,N'Djamena International Airport,12.1337,15.0340
BKR,FTTK,Bokoro Airport,12.3855,17.0710
OTC,FTTL,Bol-Berim Airport,13.4436,14.7393
MVO,FTTM,Mongo Airport,12.1705,18.6756
AMC,FTTN,Am Timan Airport,11.0340,20.2740
PLF,FTTP,Pala Airport,9.3781,14.9250
OUT,FTTS,Bousso Airport,10.4830,16.7170
AMO,FTTU,Mao Airport,14.1456,15.3144
FYT,FTTY,Faya-Largeau Airport,17.9171,19.1111
FUB,FUB,Fulleborn Airport,-6.1518,150.6264
BZH,FVBM,Bumi Hills Airport,-16.8165,28.3448
BUQ,FVJN,Joshua Mqabuko Nkomo International Airport,-20.0163,28.6229
CHJ,FVCH,Chipinge Airport,-20.2067,32.6283
BFO,FVCZ,Buffalo Range Airport,-21.0081,31.5786
VFA,FVFA,Victoria Falls International Airport,-18.0974,25.8369
HRE,FVRG,Robert Gabriel Mugabe International Airport,-17.9318,31.0928
KAB,FVKB,Kariba Airport,-16.5198,28.8850
MJW,FVMH,Mahenye Airport,-21.2310,32.3336
UTA,FVMU,Mutare Airport,-18.9975,32.6272
MVZ,FVMV,Masvingo International Airport,-20.0553,30.8591
GWE,FVTL,Josiah Tungamirai Air Force Base,-19.4367,29.8619
HWN,FVWN,Hwange National Park Airport,-18.6299,27.0210
WKI,FVWT,Hwange (Town) Airport,-18.3630,26.5198
CEH,FWCD,Chelinda Airfield,-10.5573,33.7971
BLZ,FWCL,Chileka International Airport,-15.6772,34.9723
CMK,FWCM,Club Makokola Airport,-14.3065,35.1315
DWA,FWDW,Dwangwa Airport,-12.5175,34.1319
KGJ,FWKA,Karonga Airport,-9.9536,33.8933
KBQ,FWKG,Kasungu Airport,-13.0146,33.4686
LLW,FWKI,Kamuzu International Airport,-13.7894,33.7810
LIX,FWLK,Likoma Island Airport,-12.0798,34.7363
MYZ,FWMY,Monkey Bay Airport,-14.0836,34.9197
LMB,FWSM,Salima Airport,-13.7559,34.5842
ZZU,FWUU,Mzuzu Airport,-11.4447,34.0118
LEF,FXLK,Lebakeng Airport,-29.8908,28.6556
LRB,FXLR,Leribe Airport,-28.8556,28.0528
LES,FXLS,Lesobeng Airport,-29.7556,28.3571
MSG,FXMA,Matsaile Airport,-29.8406,28.7767
MFC,FXMF,Mafeteng Airport,-29.8011,27.2436
MKH,FXMK,Mokhotlong Airport,-29.2818,29.0728
MSU,FXMM,Moshoeshoe I International Airport,-29.4563,27.5545
NKU,FXNK,Nkaus Airport,-30.0217,28.1969
PEL,FXPG,Pelaneng Airport,-29.0881,28.4972
UTG,FXQG,Quthing Airport,-30.4075,27.6933
UNE,FXQN,Qacha's Nek Airport,-30.1117,28.6719
SHK,FXSH,Sehonghong Airport,-29.7311,28.7679
SKQ,FXSK,Sekakes Airport,-30.0389,28.3703
SOK,FXSM,Semonkong Airport,-29.8386,28.0600
SHZ,FXSS,Seshutes Airport,-29.2676,28.5523
THB,FXTA,Thaba-Tseka Airport,-29.5228,28.6158
TKO,FXTK,Tlokoeng Airport,-29.2330,28.8830
AIW,FYAA,Ai-Ais Airport,-27.9950,17.5966
ADI,FYAR,Arandis Airport,-22.4619,14.9793
GOG,FYGB,Gobabis Airport,-22.5044,18.9731
GFY,FYGF,Grootfontein Airport,-19.6022,18.1227
HAL,FYHI,Halali Airport,-19.0285,16.4585
KAS,FYKB,Karasburg Airport,-28.0297,18.7385
MPA,FYKM,Katima Mulilo Airport,-17.6343,24.1767
KMP,FYKT,Keetmanshoop Airport,-26.5398,18.1114
LHU,FYLS,Lianshulu Lodge Airstrip,-18.1165,23.3935
LUD,FYLZ,Luderitz Airport,-26.6874,15.2429
MJO,FYME,Mount Etjo Airport,-21.0233,16.4528
MQG,FYMG,Midgard Airport,-22.0106,17.3700
OKU,FYMO,Mokuti Lodge Airport,-18.8128,17.0594
NNI,FYNA,Namutoni Airport,-18.8064,16.9272
OND,FYOA,Ondangwa Airport,-17.8782,15.9526
OMG,FYOE,Omega Airport,-18.0303,22.1897
OMD,FYOG,Oranjemund Airport,-28.5853,16.4464
OKF,FYOO,Okaukuejo Airport,-19.1492,15.9119
OPW,FYOP,Opuwa Airport,-18.0560,13.8521
OHI,FYOS,Oshakati Airport,-17.7970,15.6993
OTJ,FYOW,Otjiwarongo Airport,-20.4330,16.6608
NDU,FYRU,Rundu Airport,-17.9565,19.7194
RHN,FYSA,Skorpion Mine Airport,-27.8764,16.6478
SWP,FYSM,Swakopmund Municipal Aerodrome,-22.6619,14.5681
SZM,FYSS,Sesriem Airport,-24.5128,15.7467
TCY,FYTE,Terrace Bay Airport,-19.9721,13.0255
TSB,FYTM,Tsumeb Airport,-19.2621,17.7325
WVB,FYWB,Walvis Bay International Airport,-22.9793,14.6471
ERS,FYWE,Eros Airport,-22.6049,17.0790
WDH,FYWH,Hosea Kutako International Airport,-22.4799,17.4709
FIH,FZAA,Ndjili International Airport,-4.3857,15.4446
NLO,FZAB,Ndolo Airport,-4.3267,15.3275
MNB,FZAG,Muanda Airport,-5.9306,12.3513
BOA,FZAJ,Boma Airport,-5.8540,13.0640
LZI,FZAL,Luozi Airport,-4.9439,14.1233
MAT,FZAM,Tshimpi Airport,-5.7996,13.4404
NKL,FZAR,N'Kolo-Fuma Airport,-5.4210,14.8169
INO,FZBA,Inongo Airport,-1.9472,18.2858
NIO,FZBI,Nioki Airport,-2.7175,17.6857
FDU,FZBO,Bandundu Airport,-3.3113,17.3817
KRZ,FZBT,Kiri Airport,-1.4998,18.9285
KKW,FZCA,Kikwit Airport,-5.0358,18.7856
IDF,FZCB,Idiofa Airport,-4.9706,19.5787
MSM,FZCV,Masi Manimba Airport,-4.7830,17.8500
MDK,FZEA,Mbandaka Airport,0.0226,18.2887
BSU,FZEN,Basankusu Airport,1.2248,19.7881
LIE,FZFA,Libenge Airport,3.6266,18.6385
BDT,FZFD,Gbadolite Airport,4.2527,20.9753
GMA,FZFK,Gemena Airport,3.2354,19.7713
KLI,FZFP,Kotakoli Airbase,4.1570,21.6667
BMB,FZFU,Bumba Airport,2.1833,22.4796
LIQ,FZGA,Lisala Airport,2.1707,21.4969
BNB,FZGN,Boende Airport,-0.2867,20.8836
IKL,FZGV,Ikela Airport,-1.0481,23.3725
FKI,FZIC,Bangoka International Airport,0.4816,25.3380
YAN,FZIR,Yangambi Airport,0.7830,24.4670
IRP,FZJH,Matari Airport,2.8276,27.5883
BUX,FZKA,Bunia Airport,1.5657,30.2207
BZU,FZKJ,Buta Zega Airport,2.8181,24.7940
BKY,FZMA,Bukavu Kavumu Airport,-2.3090,28.8088
RUE,FZMB,Rughenda Airfield,0.1171,29.3130
GOM,FZNA,Goma International Airport,-1.6668,29.2380
BNC,FZNP,Beni Airport,0.5750,29.4739
KND,FZOA,Kindu Airport,-2.9192,25.9154
KLY,FZOD,Kinkungwa Airport,-2.5780,26.7340
PUN,FZOP,Punia Airport,-1.3907,26.3481
FBM,FZQA,Lubumbashi International Airport,-11.5915,27.5308
PWO,FZQC,Pweto Airport,-8.4008,28.9263
KEC,FZQG,Kasenga Airport,-10.3552,28.6172
KWZ,FZQM,Kolwezi Airport,-10.7659,25.5057
MNO,FZRA,Manono Airport,-7.2889,27.3944
BDV,FZRB,Moba Airport,-7.0849,29.7371
FMI,FZRF,Kalemie Airport,-5.8756,29.2500
KBO,FZRM,Kabalo Airport,-6.0830,26.9170
KOO,FZRQ,Kongolo Airport,-5.3939,26.9899
KMN,FZSB,Kamina City Airport,-8.7289,24.9914
KAP,FZSK,Kapanga Airport,-8.3712,22.6475
KNM,FZTK,Kaniama Airport,-7.5993,24.1586
KGA,FZUA,Kananga Airport,-5.9001,22.4692
LZA,FZUG,Luiza Airport,-7.1900,22.3925
TSH,FZUK,Tshikapa Airport,-6.4383,20.7947
LJA,FZVA,Lodja Airport,-3.4627,23.6152
LBO,FZVI,Lusambo Airport,-4.9617,23.3783
MEW,FZVM,Mweka Airport,-4.8550,21.5418
BAN,FZVR,Basongo Airport,-4.3158,20.4149
PFR,FZVS,Ilebo Airport,-4.3299,20.5901
MJM,FZWA,Mbuji Mayi Airport,-6.1212,23.5690
KBN,FZWT,Tunta Airport,-6.1208,24.5462
NKA,GA-0005,Nkan Airstrip,0.3843,9.7536
GIM,GA-0006,Miele Mimbale Airport,-0.0289,11.4180
GAX,FOGX,Gamba Airport,-2.7853,10.0472
BKO,GABS,Modibo Keita International Airport,12.5335,-7.9499
GUD,GAGM,Goundam Airport,16.3584,-3.6045
GAQ,GAGO,Gao International Airport,16.2485,-0.0054
KNZ,GAKA,Kenieba Airport,12.8390,-11.2534
KYS,GAKD,Kayes Dag Dag Airport,14.4825,-11.3993
MZI,GAMB,Mopti Airport,14.5128,-4.0796
NRM,GANK,Nara Airport,15.2291,-7.2620
NIX,GANR,Nioro du Sahel Airport,15.2381,-9.5761
TOM,GATB,Tombouktou Airport,16.7305,-3.0076
EYL,GAYE,Yélimané Airport,15.1237,-10.5712
QUY,EGUY,RAF Wyton,52.3571,-0.1078
PZE,EGHK,Penzance Heliport,50.1304,-5.5139
FLH,GB-FLH,Flotta Isle Airstrip,58.8258,-3.1428
FOA,GB-FOA,Foula Airfield,60.1219,-2.0534
GBM,GBM,Garbaharey Airport,3.3229,42.2131
BJL,GBYD,Banjul International Airport,13.3380,-16.6522
FUE,GCFV,Fuerteventura Airport,28.4527,-13.8638
GMZ,GCGM,La Gomera Airport,28.0296,-17.2146
VDE,GCHI,El Hierro Airport,27.8148,-17.8871
SPC,GCLA,La Palma Airport,28.6265,-17.7556
LPA,GCLP,Gran Canaria Airport,27.9319,-15.3866
ACE,GCRR,César Manrique-Lanzarote Airport,28.9455,-13.6052
TFS,GCTS,Tenerife Sur Airport,28.0445,-16.5725
GCV,GCV,Gravatai Airport,-29.9494,-50.9851
TFN,GCXO,Tenerife Norte-Ciudad de La Laguna Airport,28.4828,-16.3417
JCU,GECE,Ceuta Heliport,35.8927,-5.3063
MLN,GEML,Melilla Airport,35.2798,-2.9563
OYC,GF-0004,Camopi Airport,3.1728,-52.3361
KBS,GFBO,Bo Airport,7.9444,-11.7610
GBK,GFGK,Gbangbatok Airport,7.8125,-12.3778
HGS,GFHA,Hastings Airport,8.3943,-13.1289
KBA,GFKB,Kabala Airport,9.6383,-11.5156
KEN,GFKE,Kenema Airport,7.8964,-11.1741
FNA,GFLL,Lungi International Airport,8.6164,-13.1955
WYE,GFYE,Yengema Airport,8.6105,-11.0454
BQE,GGBU,Bubaque Airport,11.2974,-15.8381
OXB,GGOV,Osvaldo Vieira International Airport,11.8943,-15.6536
GHE,GHE,Garachiné Airport,8.0644,-78.3673
JJU,BGQO,Qaqortoq Airport,60.7638,-46.0650
QCU,GL-QCU,Akunnaaq Heliport,68.7443,-52.3404
UCN,GLBU,Buchanan Airport,5.9055,-10.0583
CPA,GLCP,Cape Palmas Airport,4.3788,-7.6966
SNI,GLGE,Greenville/Sinoe Airport,5.0321,-9.0642
MLW,GLMR,Spriggs Payne Airport,6.2891,-10.7587
NIA,GLNA,Nimba Airport,7.4945,-8.5845
ROB,GLRB,Roberts International Airport,6.2338,-10.3623
SAZ,GLST,Sasstown Airport,4.6818,-8.4347
THC,GLTN,Tchien Airport,6.0457,-8.1387
VOI,GLVA,Voinjama Airport,8.3235,-9.7692
AGA,GMAD,Al Massira Airport,30.3225,-9.4120
TTA,GMAT,Tan Tan Airport,28.4476,-11.1617
OZG,GMAZ,Zagora Airport,30.2658,-5.8608
UAR,GMFB,Bouarfa Airport,32.5143,-1.9831
FEZ,GMFF,Fes Saïss International Airport,33.9273,-4.9780
ERH,GMFK,Moulay Ali Cherif Airport,31.9475,-4.3983
MEK,GMFM,Bassatine Airport,33.8791,-5.5151
OUD,GMFO,Oujda Angads Airport,34.7896,-1.9260
SMW,GMMA,Smara Airport,26.7320,-11.6837
GMD,GMMB,Ben Slimane Airport,33.6554,-7.2214
BEM,GMMD,Beni Mellal Airport,32.4019,-6.3159
RBA,GMME,Rabat-Salé Airport,34.0515,-6.7515
VIL,GMMH,Dakhla Airport,23.7183,-15.9320
ESU,GMMI,Essaouira-Mogador Airport,31.3975,-9.6817
EUN,GMML,Laayoune Hassan I International Airport,27.1425,-13.2249
CMN,GMMN,Mohammed V International Airport,33.3675,-7.5900
NDR,GMMW,Nador Al Aaroui International Airport,34.9888,-3.0282
RAK,GMMX,Marrakesh Menara Airport,31.6048,-8.0358
NNA,GMMP,Kenitra Air Base,34.2989,-6.5959
OZZ,GMMZ,Ouarzazate International Airport,30.9391,-6.9094
AHU,GMTA,Cherif Al Idrissi Airport,35.1771,-3.8395
TTU,GMTN,Sania Ramel Airport,35.5943,-5.3200
TNG,GMTT,Tangier Ibn Battuta Airport,35.7317,-5.9215
GNU,GNU,Goodnews Airport,59.1176,-161.5752
DSS,GOBD,Blaise Diagne International Airport,14.6709,-17.0728
KDA,GODK,Kolda Airport,12.8986,-14.9683
ZIG,GOGG,Ziguinchor Airport,12.5556,-16.2833
CSK,GOGS,Cap Skirring Airport,12.3953,-16.7480
KLC,GOOK,Kaolack Airport,14.1469,-16.0513
DKR,GOOY,Léopold Sédar Senghor International Airport,14.7423,-17.4792
MAX,GOSM,Ouro Sogui Airport,15.5936,-13.3228
POD,GOSP,Podor Airport,16.6782,-14.9650
RDT,GOSR,Richard Toll Airport,16.4378,-15.6564
XLS,GOSS,Saint Louis Airport,16.0498,-16.4610
BXE,GOTB,Bakel Airport,14.8473,-12.4683
KGG,GOTK,Kédougou Airport,12.5723,-12.2203
SMY,GOTS,Simenti Airport,13.0468,-13.2954
TUD,GOTT,Tambacounda Airport,13.7368,-13.6531
AEO,GQNA,Aioun el Atrouss Airport,16.7113,-9.6379
OTL,GQNB,Boutilimit Airport,17.5283,-14.7141
THI,GQNC,Tichitt Airport,18.4339,-9.4864
TIY,GQND,Tidjikja Airport,18.5701,-11.4235
BGH,GQNE,Abbaye Airport,16.6333,-14.2000
KFA,GQNF,Kiffa Airport,16.5900,-11.4062
TMD,GQNH,Timbedra Airport,16.2337,-8.1635
EMN,GQNI,Néma Airport,16.6220,-7.3166
AJJ,GQNJ,Akjoujt Airport,19.7280,-14.3772
KED,GQNK,Kaédi Airport,16.1595,-13.5076
MOM,GQNL,Letfotar Airport,17.7500,-12.5000
NKC,GQNO,Nouakchott–Oumtounsy International Airport,18.3100,-15.9697
SEY,GQNS,Sélibaby Airport,15.1797,-12.2073
THT,GQNT,Tamchakett Airport,17.2316,-10.7792
ATR,GQPA,Atar International Airport,20.5058,-13.0437
FGD,GQPF,Fderik Airport,22.6736,-12.7293
NDB,GQPP,Nouadhibou International Airport,20.9324,-17.0302
OUZ,GQPZ,Tazadit Airport,22.7573,-12.4822
GRC,GRC,Grand Cess Airport,4.5710,-8.2076
CIQ,GT-0001,Chiquimula Airport,14.8309,-89.5209
DON,GT-0002,Dos Lagunas Airport,17.6124,-89.6884
ENJ,GT-0003,El Naranjo Airport,14.1069,-90.8175
PCG,GT-0004,Paso Caballos Airport,17.2639,-90.2563
UAX,GT-0007,Uaxactun Airport,17.3939,-89.6327
CKY,GUCY,Ahmed Sékou Touré International Airport,9.5769,-13.6120
GUE,GUE,Guriaso (Keraso) Airport,-3.5832,141.5895
FIG,GUFA,Fria Airport,10.3506,-13.5692
FAA,GUFH,Faranah Airport,10.0355,-10.7698
KSI,GUKU,Kissidougou Airport,9.1606,-10.1244
LEK,GULB,Tata Airport,11.3375,-12.2909
MCA,GUMA,Macenta Airport,8.4815,-9.5260
NZE,GUNZ,Nzérékoré Airport,7.8104,-8.7021
BKJ,GUOK,Boké Baralande Airport,10.9658,-14.2811
SBI,GUSB,Sambailo Airport,12.5753,-13.3633
GII,GUSI,Siguiri Airport,11.3998,-9.1884
SID,GVAC,Amílcar Cabral International Airport,16.7414,-22.9494
NTO,GVAN,Agostinho Neto Airport,17.2028,-25.0906
BVC,GVBA,Aristides Pereira International Airport,16.1365,-22.8889
MMO,GVMA,Maio Airport,15.1559,-23.2137
MTI,GVMT,Mosteiros Airport,15.0450,-24.3392
RAI,GVNP,Nelson Mandela International Airport,14.9411,-23.4847
SFL,GVSF,São Filipe Airport,14.8850,-24.4800
SNE,GVSN,Preguiça Airport,16.5889,-24.2841
VXE,GVSV,Cesaria Evora International Airport,16.8334,-25.0553
KNN,GXUD,Kankan Airport,10.4484,-9.2288
BCG,SYBE,Bemichi Airport,7.6402,-58.9618
BTO,GY-BTO,Botopasi Airport,4.2175,-55.4471
DOE,GY-DOE,Djumu-Djomoe Airport,4.0057,-55.4816
ADD,HAAB,Addis Ababa Bole International Airport,8.9779,38.7993
AMH,HAAM,Arba Minch Airport,6.0394,37.5905
AXU,HAAX,Axum Airport,14.1468,38.7728
BJR,HABD,Bahir Dar Airport,11.6081,37.3216
BEI,HABE,Beica Airport,9.3864,34.5219
DSE,HADC,Kombolcha Airport,11.1098,39.7259
DEM,HADD,Dembidollo Airport,8.5540,34.8580
DBM,HADM,Debre Markos Airport,10.3215,37.7419
DIR,HADR,Aba Tenna Dejazmach Yilma International Airport,9.6235,41.8550
DBT,HADT,Debre Tabor Airport,11.8848,38.0092
FNH,HAFN,Fincha Airport,9.5844,37.3779
GOB,HAGB,Robe Airport,7.1190,40.0452
GNN,HAGH,Ghinnir Airport,7.1500,40.7170
GMB,HAGM,Gambela Airport,8.1288,34.5631
GDQ,HAGN,Gondar Airport,12.5199,37.4340
GDE,HAGO,Gode Airport,5.9351,43.5786
GOR,HAGR,Gore Airport,8.1614,35.5529
QHR,HAHM,Harar Meda Airport,8.7163,39.0059
HUE,HAHU,Humera Airport,13.8301,36.8824
JIJ,HAJJ,Gerad Wilwal International Airport,9.3319,42.9118
BCO,HABC,Jinka Airport,5.7497,36.5602
JIM,HAJM,Jimma Airport,7.6661,36.8166
ABK,HAKD,Kebri Dahar Airport,6.7326,44.2413
LFO,HAKL,Kelafo East Airport,5.6570,44.3500
AWA,HALA,Hawassa International Airport,7.1006,38.3965
LLI,HALL,Lalibela Airport,11.9752,38.9802
MKS,HAMA,Mekane Selam Airport,10.7254,38.7415
MQX,HAMK,Mekele Alula Aba Nega Airport,13.4674,39.5335
ETE,HAMM,Metema Airport,12.9330,36.1670
NDM,HAMN,Mendi Airport,9.7670,35.1000
MUJ,HAMR,Mui River Airport,5.8646,35.7485
MTF,HAMT,Mizan Teferi Airport,6.9571,35.5547
EGL,HANG,Negele Airport,5.2897,39.7023
NEJ,HANJ,Nejjo Airport,9.5500,35.4670
NEK,HANK,Nekemte Airport,9.0343,36.6132
PWI,HAPW,Beles Airport,11.3126,36.4164
SXU,HASD,Soddu Airport,6.8028,37.6862
SKR,HASK,Shakiso Airport,5.6923,38.9764
HIL,HASL,Shilavo Airport,6.0775,44.7637
SZE,HASM,Semera Airport,11.7875,40.9915
ASO,HASO,Asosa Airport,10.0185,34.5863
TIE,HATP,Tippi Airport,7.2024,35.4150
WRA,HAWR,Warder Airport,6.9724,45.3334
HAZ,HAZ,Hatzfeldhaven Airport,-4.4033,145.2056
BJM,HBBA,Bujumbura Melchior Ndadaye International Airport,-3.3240,29.3185
GID,HBBE,Gitega Airport,-3.4172,29.9113
KRE,HBBO,Kirundo Airport,-2.5448,30.0946
HBT,HBT,Hambantota Seaplane Base,6.1240,81.1030
ALU,HCMA,Alula Airport,11.9582,50.7480
BIB,HCMB,Baidoa Airport,3.1019,43.6271
CXN,HCMC,Candala Airport,11.4956,49.9098
BSY,HCMD,Baardheere Airport,2.3302,42.3118
HCM,HCME,Eil Airport,8.1040,49.8200
BSA,HCMF,Bender Qassim International Airport,11.2752,49.1392
GSR,HCMG,Gardo Airport,9.5460,49.1191
HGA,HCMH,Egal International Airport,9.5141,44.0835
BBO,HCMI,Berbera Airport,10.3850,44.9367
LGX,HCMJ,Lugh Ganane Airport,3.8124,42.5459
KMU,HCMK,Kismayo Airport,-0.3774,42.4592
MGQ,HCMM,Aden Adde International Airport,2.0144,45.3047
BLW,HCMN,Beledweyne Airport,4.7670,45.2388
CMO,HCMO,Hobyo Airport,5.3580,48.5153
GLK,HCMR,Galcaio Airport,6.7808,47.4547
CMS,HCMS,Iskushuban Airport,10.3139,50.2056
ERA,HCMU,Erigavo Airport,10.6421,47.3880
BUO,HCMV,Burao Airport,9.5275,45.5549
GGR,HCGR,Garowe Airport,8.4585,48.5681
JIB,HDAM,Djibouti-Ambouli Airport,11.5473,43.1595
AII,HDAS,Ali-Sabieh Airport,11.1469,42.7200
MHI,HDMO,Moucha Airport,11.7297,43.2096
OBC,HDOB,Obock Airport,11.9670,43.2670
TDJ,HDTJ,Tadjoura Airport,11.7870,42.9174
EMY,HE25,El Minya Airport,28.0905,30.7387
RDL,HE36,Bardawil International Airport,30.4107,33.1553
SQK,HE40,Sidi EL Barrani Airport,31.4720,25.8793
DBB,HEAL,El Alamein International Airport,30.9243,28.4616
AAC,HEAR,El Arish International Airport,31.0553,33.8280
ATZ,HEAT,Asyut International Airport,27.0460,31.0128
HBE,HEAX,Alexandria International Airport,30.9325,29.6964
ABS,HEBL,Abu Simbel Airport,22.3759,31.6117
CAI,HECA,Cairo International Airport,30.1115,31.3967
CCE,HECP,Capital International Airport,30.0647,31.8400
DAK,HEDK,Dakhla Oasis Airport,25.4112,29.0033
HRG,HEGN,Hurghada International Airport,27.1768,33.7967
EGH,HEGR,El Jora Airport,31.0781,34.1531
UVL,HEKG,El Kharja Airport,25.4715,30.5885
LXR,HELX,Luxor International Airport,25.6710,32.7064
RMF,HEMA,Marsa Alam International Airport,25.5555,34.5924
MUH,HEMM,Mersa Matruh International Airport,31.3243,27.2223
HEO,HEO,Haelogo Airport,-9.1366,147.5984
GSQ,HEOW,El Owainat East International Airport,22.5843,28.7216
PSD,HEPS,Port Said International Airport,31.2793,32.2406
SKV,HESC,Saint Catherine International Airport,28.6843,34.0644
HMB,HESG,Suhaj International Airport,26.3425,31.7430
SSH,HESH,Sharm El Sheikh International Airport,27.9773,34.3947
ASW,HESN,Aswan International Airport,23.9611,32.8204
SEW,HESW,Siwa Oasis North Airport,29.3462,25.5056
SPX,HESX,Sphinx International Airport,30.1082,30.8957
TCP,HETB,Taba International Airport,29.5945,34.7758
ELT,HETR,At Tur Airport,28.2090,33.6455
HEY,HEY,Hanchey Army (Fort Rucker) Heliport,31.3460,-85.6543
HGT,HGT,Tusi (Hunter Liggett) Army Heliport,35.9935,-121.2370
ASM,HHAS,Asmara International Airport,15.2919,38.9107
MSW,HHMS,Massawa International Airport,15.6700,39.3701
ASA,HHSB,Assab International Airport,13.0718,42.6450
TES,HHTS,Tessenei Airport,15.1043,36.6817
HPV,HI01,Princeville Airport,22.2093,-159.4452
WKL,HI07,Waikoloa Heliport,19.9205,-155.8606
JUB,HJJJ,Juba International Airport,4.8720,31.6011
ASV,HKAM,Amboseli Airport,-2.6448,37.2529
HKB,HKB,Healy Lake Airport,63.9958,-144.6926
EDL,HKEL,Eldoret International Airport,0.4045,35.2389
EYS,HKES,Eliye Springs Airport,3.2364,35.9749
KLK,HKFG,Kalokol Airport,3.4916,35.8368
GAS,HKGA,Garissa Airport,-0.4635,39.6483
HOA,HKHO,Hola Airport,-1.5213,40.0036
NBO,HKJK,Jomo Kenyatta International Airport,-1.3189,36.9282
KEU,HKKE,Keekorok Airport,-1.5863,35.2575
GGM,HKKG,Kakamega Airport,0.2714,34.7881
KIS,HKKI,Kisumu International Airport,-0.0861,34.7289
ILU,HKKL,Kilaguni Airport,-2.9068,38.0717
KEY,HKKR,Kericho Airport,-0.3899,35.2421
KTL,HKKT,Kitale Airport,0.9720,34.9586
LKG,HKLK,Lokichogio Airport,4.2041,34.3482
LOK,HKLO,Lodwar Airport,3.1220,35.6087
LAU,HKLU,Manda Airport,-2.2524,40.9129
LOY,HKLY,Loiyangalani Airport,2.7636,36.7183
NDE,HKMA,Mandera Airport,3.9338,41.8441
RBT,HKMB,Marsabit Airport,2.3443,38.0000
JJM,HKMK,Mulika Lodge Airport,0.1651,38.1951
MYD,HKML,Malindi International Airport,-3.2293,40.1017
MBA,HKMO,Moi International Airport,-4.0348,39.5942
MRE,HKMS,Mara Serena Lodge Airstrip,-1.4046,35.0083
OYL,HKMY,Moyale Airport,3.4697,39.1014
NYE,HKNI,Nyeri Airport,-0.3644,36.9785
NUU,HKNK,Nakuru Lanet Airport,-0.2984,36.1592
NYK,HKNL,Nanyuki Civil Airport,-0.0624,37.0413
WIL,HKNW,Nairobi Wilson Airport,-1.3217,36.8148
UAS,HKSB,Samburu Airport,0.5341,37.5320
UKA,HKUK,Ukunda Airstrip,-4.2933,39.5711
WJR,HKWJ,Wajir Airport,1.7332,40.0916
SRX,HLGD,Sirt International Airport / Ghardabiya Airbase,31.0586,16.5971
GHT,HLGT,Ghat Airport,25.1456,10.1426
AKF,HLKF,Kufra Airport,24.1787,23.3140
BEN,HLLB,Benina International Airport,32.0968,20.2695
MJI,HLLM,Mitiga International Airport,32.8918,13.2879
LAQ,HLLQ,Al Abraq International Airport,32.7890,21.9549
