ident,icao_code,iata_code
LEXJ,LEXJ,SDR
LEZG,LEZG,ZAZ
LEZL,LEZL,SVQ
LFAB,LFAB,DPE
LFAC,LFAC,CQF
LFAD,LFAD,
LFAE,LFAE,
LFAF,LFAF,
LFAG,LFAG,
LFAI,LFAI,
LFAJ,LFAJ,
LFAK,LFAK,
LFAL,LFAL,
LFAM,LFAM,
LFAO,LFAO,
LFAP,LFAP,
LFAQ,LFAQ,BYF
LFAR,LFAR,
LFAS,LFAS,
LFAT,LFAT,LTQ
LFAU,LFAU,
LFAV,LFAV,
LFAW,LFAW,
LFAX,LFAX,
LFAY,LFAY,
LFBA,LFBA,AGF
LFBD,LFBD,BOD
LFBE,LFBE,EGC
LFBG,LFBG,CNG
LFBH,LFBH,LRH
LFBI,LFBI,PIS
LFBK,LFBK,MCU
LFBL,LFBL,LIG
LFBN,LFBN,NIT
LFBO,LFBO,TLS
LFBP,LFBP,PUF
LFBT,LFBT,LDE
LFBU,LFBU,ANG
LFBX,LFBX,PGX
LFBZ,LFBZ,BIQ
LFCC,LFCC,ZAO
LFCI,LFCI,LBI
LFCK,LFCK,DCM
LFCQ,LFCQ,
LFCR,LFCR,RDZ
LFCY,LFCY,RYN
LFDB,LFDB,
LFDG,LFDG,
LFDH,LFDH,
LFDN,LFDN,RCO
LFEA,LFEA,BIC
LFEB,LFEB,
LFEC,LFEC,OUI
LFED,LFED,
LFEF,LFEF,
LFEG,LFEG,
LFEU,LFEU,
LFEY,LFEY,IDY
LFGA,LFGA,CMR
LFGJ,LFGJ,DLE
LFHM,LFHM,MVV
LFHO,LFHO,OBS
LFHP,LFHP,LPY
LFHS,LFHS,
LFHU,LFHU,AHZ
LFHV,LFHV,
LFHY,LFHY,
LFJL,LFJL,ETZ
LFJR,LFJR,ANE
LFKB,LFKB,BIA
LFKC,LFKC,CLY
LFKF,LFKF,FSC
LFKG,LFKG,
LFKJ,LFKJ,AJA
LFKO,LFKO,PRP
LFKS,LFKS,SOZ
LFKX,LFKX,MFX
LFLA,LFLA,AUF
LFLB,LFLB,CMF
LFLC,LFLC,CFE
LFLD,LFLD,BOU
LFLE,LFLE,
LFLG,LFLG,
LFLH,LFLH,
LFLJ,LFLJ,CVF
LFLL,LFLL,LYS
LFLN,LFLN,SYT
LFLO,LFLO,RNE
LFLP,LFLP,NCY
LFLS,LFLS,GNB
LFLU,LFLU,VAF
LFLV,LFLV,VHY
LFLW,LFLW,AUR
LFLX,LFLX,CHR
LFLY,LFLY,LYN
LFMA,LFMA,
LFMD,LFMD,CEQ
LFMH,LFMH,EBU
LFMI,LFMI,
LFMK,LFMK,CCF
LFML,LFML,MRS
LFMN,LFMN,NCE
LFMP,LFMP,PGF
LFMQ,LFMQ,CTT
LFMR,LFMR,BAE
LFMT,LFMT,MPL
LFMU,LFMU,BZR
LFMV,LFMV,AVN
LFNA,LFNA,GAT
LFNB,LFNB,MEN
LFNC,LFNC,SCP
LFOB,LFOB,BVA
LFOE,LFOE,EVX
LFOH,LFOH,LEH
LFOI,LFOI,
LFOK,LFOK,XCR
LFOO,LFOO,LSO
LFOP,LFOP,URO
LFOQ,LFOQ,
LFOT,LFOT,TUF
LFOU,LFOU,CET
LFOV,LFOV,LVA
LFOZ,LFOZ,ORE
LFPB,LFPB,LBG
LFPC,LFPC,CSF
LFPF,LFPF,
LFPG,LFPG,CDG
LFPK,LFPK,
LFPL,LFPL,
LFPN,LFPN,TNF
LFPO,LFPO,ORY
LFPT,LFPT,POX
LFPV,,VIY
LFPX,LFPX,
LFQG,LFQG,NVS
LFQM,LFQM,
LFQQ,LFQQ,LIL
LFQT,LFQT,HZB
LFQV,LFQV,
LFRB,LFRB,BES
LFRC,LFRC,CER
LFRD,LFRD,DNR
LFRE,LFRE,LBY
LFRF,LFRF,GFR
LFRG,LFRG,DOL
LFRH,LFRH,LRT
LFRI,LFRI,EDM
LFRJ,LFRJ,LDV
LFRK,LFRK,CFR
LFRM,LFRM,LME
LFRN,LFRN,RNS
LFRO,LFRO,LAI
LFRQ,LFRQ,UIP
LFRS,LFRS,NTE
LFRT,LFRT,SBK
LFRU,LFRU,MXN
LFRV,LFRV,VNE
LFRZ,LFRZ,SNR
LFSB,LFSB,BSL
LFSD,LFSD,DIJ
LFSG,LFSG,EPL
LFSL,LFSL,BVE
LFSN,LFSN,ENC
LFST,LFST,SXB
LFTH,LFTH,TLN
LFTW,LFTW,FNI
LFTZ,LFTZ,LTT
LFVM,LFVM,MQC
LFVP,LFVP,FSP
LGAD,LGAD,PYR
LGAL,LGAL,AXD
LGAV,LGAV,ATH
LGBL,LGBL,VOL
LGE,,LGE
LGEL,LGEL,
LGHI,LGHI,JKH
LGIK,LGIK,JIK
LGIO,LGIO,IOA
LGIR,LGIR,HER
LGKA,LGKA,KSO
LGKC,LGKC,KIT
LGKF,LGKF,EFL
LGKJ,LGKJ,KZS
LGKL,LGKL,KLX
LGKM,LGKM,
LGKN,LGKN,
LGKO,LGKO,KGS
LGKP,LGKP,AOK
LGKR,LGKR,CFU
LGKS,LGKS,KSJ
LGKV,LGKV,KVA
LGKY,LGKY,JKL
LGKZ,LGKZ,KZI
LGLE,LGLE,LRS
LGLM,LGLM,LXS
LGLR,LGLR,LRA
LGMG,LGMG,
LGMK,LGMK,JMK
LGML,LGML,MLO
LGMT,LGMT,MJT
LGNX,LGNX,JNX
LGPA,LGPA,PAS
LGPL,LGPL,JTY
LGPZ,LGPZ,PVK
LGRD,LGRD,
LGRP,LGRP,RHO
LGRX,LGRX,GPA
LGSA,LGSA,CHQ
LGSD,LGSD,
LGSK,LGSK,JSI
LGSM,LGSM,SMI
LGSO,LGSO,JSY
LGSP,,SPJ
LGSR,LGSR,JTR
LGST,LGST,JSH
LGSY,LGSY,SKU
LGTG,LGTG,
LGTS,LGTS,SKG
LGZA,LGZA,ZTH
LHBP,LHBP,BUD
LHDC,LHDC,DEB
LHGD,LHGD,
LHGR,LHGR,
LHGU,LHGU,
LHGY,LHGY,
LHHH,LHHH,
LHHO,LHHO,
LHJK,LHJK,
LHKC,LHKC,
LHKD,LHKD,
LHKE,LHKE,
LHPP,LHPP,PEV
LHPR,LHPR,QGY
LHSM,LHSM,SOB
LHZA,LHZA,
LHZK,LHZK,
LIAA,LIAA,
LIAF,LIAF,
LIAG,LIAG,
LIAJ,LIAJ,
LIAL,LIAL,
LIAO,LIAO,
LIAP,LIAP,
LIAQ,LIAQ,
LIAR,LIAR,
LIAT,LIAT,
LIAU,LIAU,
LIAY,LIAY,
LIBA,LIBA,
LIBC,LIBC,CRV
LIBD,LIBD,BRI
LIBF,LIBF,FOG
LIBG,LIBG,TAR
LIBH,LIBH,
LIBJ,LIBJ,
LIBN,LIBN,LCC
LIBP,LIBP,PSR
LIBR,LIBR,BDS
LIBV,LIBV,
LICA,LICA,SUF
LICB,LICB,CIY
LICC,LICC,CTA
LICD,LICD,LMP
LICG,LICG,PNL
LICJ,LICJ,PMO
LICP,LICP,
LICR,LICR,REG
LICT,LICT,TPS
LICZ,LICZ,
LIDA,LIDA,
LIDB,LIDB,BLX
LIDC,LIDC,
LIDE,LIDE,
LIDF,LIDF,
LIDG,LIDG,
LIDH,LIDH,
LIDI,LIDI,
LIDK,LIDK,
LIDL,LIDL,
LIDP,LIDP,
LIDR,LIDR,RAN
LIDT,LIDT,
LIDU,LIDU,
LIDV,LIDV,
LIDW,LIDW,
LIEA,LIEA,AHO
LIED,LIED,DCI
LIEE,LIEE,CAG
LIEO,LIEO,OLB
LIER,LIER,FNU
LIET,LIET,
LIKD,LIKD,
LILI,LILI,
LILN,LILN,
LILO,LILO,
LILU,LILU,
LILV,LILV,
LILY,LILY,
LIMA,LIMA,
LIMB,LIMB,
LIMC,LIMC,MXP
LIME,LIME,BGY
LIMF,LIMF,TRN
LIMG,LIMG,
LIMH,LIMH,
LIMJ,LIMJ,GOA
LIML,LIML,LIN
LIMN,LIMN,
LIMP,LIMP,PMF
LIMS,LIMS,
LIMW,LIMW,AOT
LIMZ,LIMZ,CUF
LINF,LINF,
LINL,LINL,
LIPA,LIPA,AVB
LIPB,LIPB,BZO
LIPC,LIPC,
LIPD,LIPD,
LIPE,LIPE,BLQ
LIPF,LIPF,
LIPG,LIPG,
LIPH,LIPH,TSF
LIPI,LIPI,
LIPK,LIPK,FRL
LIPO,LIPO,VBS
LIPQ,LIPQ,TRS
LIPR,LIPR,RMI
LIPX,LIPX,VRN
LIPY,LIPY,AOI
LIPZ,LIPZ,VCE
LIQL,LIQL,
LIQS,LIQS,
LIRA,LIRA,CIA
LIRF,LIRF,FCO
LIRH,LIRH,
LIRI,LIRI,QSR
LIRJ,LIRJ,EBA
LIRN,LIRN,NAP
LIRP,LIRP,PSA
LIRQ,LIRQ,FLR
LIRS,LIRS,GRS
LIRZ,LIRZ,PEG
LIVV,LIVV,
LJLJ,LJLJ,LJU
LJMB,LJMB,MBX
LJPZ,LJPZ,POW
LK-0005,,NUA
LKBA,LKBA,
LKBE,LKBE,
LKBO,LKBO,
LKBR,LKBR,
LKBU,LKBU,
LKC,,LKC
LKCB,LKCB,
LKCE,LKCE,
LKCH,LKCH,
LKCM,LKCM,
LKCR,LKCR,
LKCS,LKCS,JCL
LKCT,LKCT,
LKCV,LKCV,
LKDK,LKDK,
LKER,LKER,
LKFR,LKFR,
LKHB,LKHB,
LKHC,LKHC,
LKHD,LKHD,
LKHK,LKHK,
LKHN,LKHN,
LKHS,LKHS,
LKHV,LKHV,
LKJA,LKJA,
LKJC,LKJC,
LKJH,LKJH,
LKJI,LKJI,
LKKA,LKKA,
LKKB,LKKB,
LKKL,LKKL,
LKKM,LKKM,
LKKO,LKKO,
LKKR,LKKR,
LKKT,LKKT,
LKKU,LKKU,UHE
LKKV,LKKV,KLV
LKKY,LKKY,
LKLB,LKLB,
LKLN,LKLN,
LKLT,LKLT,
LKMB,LKMB,
LKMH,LKMH,HRA
LKMI,LKMI,
LKMK,LKMK,
LKMO,LKMO,
LKMT,LKMT,OSR
LKNA,LKNA,
LKNM,LKNM,
LKOL,LKOL,OLO
LKOT,LKZL,
LKPA,LKPA,
LKPC,LKPC,
LKPD,LKPD,PED
LKPI,LKPI,
LKPL,LKPL,
LKPM,LKPM,
LKPO,LKPO,PRV
LKPR,LKPR,PRG
LKPS,LKPS,
LKRA,LKRA,
LKRK,LKRK,
LKRO,LKRO,
LKRY,LKRY,
LKSA,LKSA,
LKSB,LKSB,
LKSK,LKSK,
LKSN,LKSN,
LKSO,LKSO,
LKSR,LKSR,
LKST,LKST,
LKSU,LKSU,
LKSZ,LKSZ,
LKTA,LKTA,
LKTB,LKTB,BRQ
LKTC,LKTC,
LKTD,LKTD,
LKTH,LKTH,
LKTO,LKTO,
LKUL,LKUL,
LKUO,LKUO,
LKVL,LKVL,
LKVM,LKVM,
LKVO,LKVO,VOD
LKVP,LKVP,
LKVR,LKVR,
LKVY,LKVY,
LKZA,LKZA,ZBE
LKZB,LKZB,
LKZD,LKZD,
LKZM,LKZM,
LKZN,LKZN,
LLBG,LLBG,TLV
LLBO,LLBO,
LLBS,LLBS,BEV
LLEK,LLEK,
LLER,LLER,ETM
LLES,LLES,
LLEY,LLEY,EIY
LLFK,LLFK,
LLH,,LLH
LLHA,LLHA,HFA
LLHB,LLHB,
LLHS,LLHS,
LLHZ,LLHZ,
LLIB,LLIB,RPN
LLKS,LLKS,KSW
LLL,,LLL
LLMG,LLMG,
LLMR,LLMR,MIP
LLMZ,LLMZ,MTZ
LLNV,LLNV,VTM
LLOV,LLOV,VDA
LLRD,LLRD,
LLRM,LLRM,
LLTN,LLTN,
LMMG,LMMG,GZM
LMML,LMML,MLA
LMV,,LMV
LMZ,,LMZ
LNMC,LNMC,MCM
LOAA,LOAA,
LOAB,LOAB,
LOAD,LOAD,
LOAG,LOAG,
LOAI,LOAI,
LOAN,LOAN,
LOAP,LOAP,
LOAS,LOAS,
LOAU,LOAU,
LOAV,LOAV,
LOGF,LOGF,
LOGG,LOGG,
LOGL,LOGL,
LOGM,LOGM,
LOGO,LOGO,
LOGP,LOGP,
LOGT,LOGT,
LOGW,LOGW,
LOIC,,ANT
LOIH,LOIH,HOH
LOIJ,LOIJ,
LOIK,LOIK,
LOIR,LOIR,
LOIT,LOIT,
LOJD,LOJD,
LOKF,LOKF,
LOKG,LOKG,
LOKH,LOKH,
LOKL,LOKL,
LOKM,LOKM,
LOKN,LOKN,
LOKW,LOKW,
LOLC,LOLC,
LOLE,LOLE,
LOLF,LOLF,
LOLG,LOLG,
LOLH,LOLH,
LOLK,LOLK,
LOLM,LOLM,
LOLO,LOLO,
LOLS,LOLS,
LOLT,LOLT,
LOLU,LOLU,
LOLW,LOLW,
LOM,,LOM
LOMR,LOMR,
LOR,,LOR
LOSM,LOSM,
LOWG,LOWG,GRZ
LOWI,LOWI,INN
LOWK,LOWK,KLU
LOWL,LOWL,LNZ
LOWS,LOWS,SZG
LOWW,LOWW,VIE
LOWZ,LOWZ,
LOXA,LOXA,
LOXN,LOXN,
LOXT,LOXT,
LOXZ,LOXZ,
LPAG,LPAG,
LPAR,LPAR,
LPAV,LPAV,
LPAZ,LPAZ,SMA
LPBG,LPBG,BGC
LPBH,LPBH,
LPBJ,LPBJ,BYJ
LPBR,LPBR,
LPCB,LPCB,
LPCC,LPCC,
LPCD,LPCD,
LPCH,LPCH,
LPCI,LPCI,
LPCL,LPCL,
LPCO,LPCO,
LPCR,LPCR,CVU
LPCS,LPCS,CAT
LPDA,LPDA,
LPEM,LPEM,
LPER,LPER,
LPFL,LPFL,FLW
LPFR,LPFR,FAO
LPGR,LPGR,GRW
LPHR,LPHR,HOR
LPJF,LPJF,
LPLA,LPLA,TER
LPMA,LPMA,FNC
LPMO,LPMO,
LPMR,LPMR,
LPPD,LPPD,PDL
LPPI,LPPI,PIX
LPPM,LPPM,PRM
LPPR,LPPR,OPO
LPPS,LPPS,PXO
LPPT,LPPT,LIS
LPSC,LPSC,
LPSJ,LPSJ,SJZ
LPSM,LPSM,
LPSO,LPSO,
LPSR,LPSR,
LPVC,LPVC,
LPVL,LPVL,
LPVR,LPVR,VRL
LPVZ,LPVZ,VSE
LPXR,LPXR,
LQBI,LQBI,
LQBK,LQBK,BNX
LQJL,LQJL,
LQLV,LQLV,
LQMO,LQMO,OMO
LQPD,LQPD,
LQSA,LQSA,SJJ
LQTZ,LQTZ,TZL
LQVI,LQVI,
LR79,LRIC,
LR80,LRFT,
LR82,LRBO,
LRAR,LRAR,ARW
LRBC,LRBC,BCM
LRBM,LRBM,BAY
LRBS,LRBS,BBU
LRBV,LRBV,GHV
LRCC,LRCC,
LRCD,LRCD,
LRCK,LRCK,CND
LRCL,LRCL,CLJ
LRCS,LRCS,CSB
LRCT,LRCT,
LRCV,LRCV,CRA
LRIA,LRIA,IAS
LRMA,LRMA,
LROD,LROD,OMR
LROP,LROP,OTP
LRPT,LRPT,
LRPV,LRPW,
LRSB,LRSB,SBZ
LRSM,LRSM,SUJ
LRSV,LRSV,SCV
LRTC,LRTC,TCE
LRTM,LRTM,TGM
LRTR,LRTR,TSR
LRTZ,LRTZ,
LRWG,LRWG,
LSGB,LSGB,
LSGC,LSGC,
LSGE,LSGE,
LSGG,LSGG,GVA
LSGK,LSGK,
LSGL,LSGL,
LSGN,LSGN,
LSGP,LSGP,
LSGR,LSGR,
LSGS,LSGS,SIR
LSGT,LSGT,
LSGY,LSGY,
LSMA,LSMA,
LSMD,LSMD,
LSME,LSME,EML
LSMP,LSMP,VIP
LSPA,LSPA,
LSPG,LSPG,
LSPH,LSPH,
LSPL,LSPL,
LSPM,LSPM,
LSPN,LSPN,
LSPU,LSPU,
LSPV,LSPV,
LSTA,LSTA,
LSTO,LSTO,
LSTS,LSTS,
LSTZ,LSTZ,
LSVD,LSVD,
LSVP,LSVP,
LSVV,LSVV,
LSXB,LSXB,
LSYI,LSYI,
LSYK,LSYK,
LSYR,LSYR,
LSYX,LSYX,
LSZA,LSZA,LUG
LSZB,LSZB,BRN
LSZC,LSZC,BXO
LSZE,LSZE,
LSZF,LSZF,
LSZG,LSZG,
LSZH,LSZH,ZRH
LSZI,LSZI,
LSZK,LSZK,
LSZL,LSZL,
LSZM,LSZM,
LSZN,LSZN,
LSZO,LSZO,
LSZQ,LSZQ,
LSZR,LSZR,ACH
LSZS,LSZS,SMV
LSZT,LSZT,
LSZU,LSZU,
LSZW,LSZW,
LSZX,LSZX,
LTAB,LTAB,
LTAC,LTAC,ESB
LTAD,LTAD,ANK
LTAE,LTAE,
LTAF,LTAF,ADA
LTAG,LTAG,UAB
LTAH,LTAH,AFY
LTAI,LTAI,AYT
LTAJ,LTAJ,GZT
LTAL,LTAL,KFS
LTAN,LTAN,KYA
LTAO,LTAO,
LTAP,LTAP,MZH
LTAR,LTAR,VAS
LTAS,LTAS,ONQ
LTAT,LTAT,MLX
LTAU,LTAU,ASR
LTAW,LTAW,TJK
LTAY,LTAY,DNZ
LTAZ,LTAZ,NAV
LTBA,LTBA,ISL
LTBD,LTBD,CII
LTBE,LTBE,
LTBF,LTBF,BZI
LTBG,LTBG,BDM
LTBH,LTBH,CKZ
LTBI,LTBI,ESK
LTBJ,LTBJ,ADB
LTBL,,IGL
LTBO,LTBO,USQ
LTBQ,LTBQ,KCO
LTBR,LTBR,YEI
LTBS,LTBS,DLM
LTBU,LTBU,TEQ
LTBV,LTBV,BXN
LTBY,LTBY,AOE
LTBZ,LTBZ,KZR
LTCA,LTCA,EZS
LTCB,LTCB,OGU
LTCC,LTCC,DIY
LTCD,LTCD,ERC
LTCE,LTCE,ERZ
LTCF,LTCF,KSY
LTCG,LTCG,TZX
LTCI,LTCI,VAN
LTCJ,LTCJ,BAL
LTCK,LTCK,MSR
LTCL,LTCL,SXZ
LTCM,LTCM,NOP
LTCN,LTCN,KCM
LTCO,LTCO,AJI
LTCP,LTCP,ADF
LTCR,LTCR,MQM
LTCS,LTCS,GNY
LTCT,LTCT,IGD
LTCU,LTCU,BGG
LTCV,LTCV,NKT
LTCW,LTCW,YKO
LTDA,LTDA,HTY
LTDB,LTDB,COV
LTF,,LTF
LTFB,LTFB,IZM
LTFC,LTFC,ISE
LTFD,LTFD,EDO
LTFE,LTFE,BJV
LTFG,LTFG,GZP
LTFH,LTFH,SZF
LTFJ,LTFJ,SAW
LTFK,LTFK,GKD
LTFM,LTFM,IST
LTFO,LTFO,RZV
LU-0005,ELLZ,
LUBL,LUBL,BZY
LUBM,LUBM,
LUCH,LUCH,
LUKK,LUKK,RMO
LV-8040,EVDA,DGP
LV-8043,EVCA,
LWA,,LWA
LWOH,LWOH,OHD
LWSK,LWSK,SKP
LWST,LWST,
LXGB,LXGB,GIB
LY-BCQ,,BCQ
LY-DNF,,DNF
LYBE,LYBE,BEG
LYBR,LYBR,IVG
LYBT,LYBT,BJY
LYKV,LYKV,KVO
LYNI,LYNI,INI
LYNK,LYNK,
LYPG,LYPG,TGD
LYPO,LYPO,
LYTV,LYTV,TIV
LYUZ,LYUZ,UZC
LZBD,LZBD,
LZDB,LZDB,
LZDV,LZDV,
LZG,ZULA,LZG
LZHL,LZHL,
LZIB,LZIB,BTS
LZJS,LZJS,
LZKC,LZKC,
LZKZ,LZKZ,KSC
LZLU,LZLU,LUE
LZMA,LZMA,
LZMC,LZMC,
LZNI,LZNI,
LZNZ,LZNZ,
LZOC,LZOC,
LZPE,LZPE,
LZPP,LZPP,PZY
LZPT,LZPT,
LZPW,LZPW,POV
LZRU,LZRU,
LZRY,LZRY,
LZSE,LZSE,
LZSK,LZSK,
LZSL,LZSL,SLD
LZSV,LZSV,
LZSY,LZSY,
LZTN,LZTN,
LZTR,LZTR,
LZTT,LZTT,TAT
LZZI,LZZI,ILZ
M26,,DRU
MA-GLN,GMAG,GLN
MA53,,UWA
MAP,,MAP
MBAC,MBAC,
MBGT,MBGT,GDT
MBMC,MBMC,MDS
MBNC,MBNC,NCA
MBPI,MBPI,PIC
MBPV,MBPV,PLS
MBSC,MBSC,XSC
MBSY,MBSY,SLX
MDAB,MDAB,
MDBH,MDBH,BRX
MDCR,MDCR,CBJ
MDCY,MDCY,AZS
MDCZ,MDCZ,COZ
MDJB,MDJB,JBQ
MDLR,MDLR,LRM
MDPC,MDPC,PUJ
MDPP,MDPP,POP
MDSD,MDSD,SDQ
MDST,MDST,STI
MDV,,MDV
ME-0004,LYBS,
ME16,,LIZ
MEF,,MEF
MG-0020,,NKO
MG-0021,,RLR
MG-DOA,,DOA
MGCB,MGCB,CBV
MGCR,MGCR,CMM
MGCT,MGCT,CTF
MGGT,MGGT,GUA
MGHT,MGHT,HUG
MGI,,MGI
MGP,,MGP
MGPB,MGPB,PBR
MGPG,MGPG,PKJ
MGPP,MGPP,PON
MGQC,MGQC,AQB
MGQZ,MGQZ,AAZ
MGRB,MGRB,RUV
MGRD,MGRD,LCF
MGRT,MGRT,RER
MGSJ,MGSJ,GSJ
MGTK,,FRS
MH-0004,,UJE
MH-AIM,,AIM
MH-AUL,,AUL
MH-BII,,BII
MH-EBN,,EBN
MH-JAT,,JAT
MH-JEJ,,JEJ
MH-LIK,,LIK
MH-LML,,LML
MH-MAV,,MAV
MH-MJB,,MJB
MH-MJE,,MJE
MH-NDK,,NDK
MH-RNP,,RNP
MH-TIC,,TIC
MH-UIT,,UIT
MH-WJA,,WJA
MH-WTE,,WTE
MH-WTO,,WTO
MHAH,MHAH,AHS
MHBL,,BHG
MHCR,,LUI
MHCS,MHCS,CYL
MHCU,,CDD
MHEA,MHEA,OAN
MHGE,MHGE,CAA
MHGS,,GAC
MHIR,MHIR,IRN
MHJU,MHJU,JUT
MHLC,MHLC,LCE
MHLE,MHLE,LEZ
MHLM,MHLM,SAP
MHLN,,LMH
MHN,,MHN
MHNJ,MHNJ,GJA
MHPC,MHPC,PCH
MHPL,MHPL,PEU
MHRO,MHRO,RTB
MHRU,,RUY
MHSC,MHPR,XPL
MHTE,MHTE,TEA
MHTG,MHTG,TGU
MHTJ,MHTJ,TJI
MHTO,,TCF
MHUL,MHUL,SCD
MHUT,MHUT,UII
MHYR,MHYR,ORO
MIZ,,MIZ
MJJ,,MJJ
MJS,,MJS
MKBS,MKBS,OCJ
MKJP,MKJP,KIN
MKJS,MKJS,MBJ
MKKJ,MKKJ,POT
MKNG,MKNG,NEG
MKTP,MKTP,KTP
ML-0006,GAGL,
MLIP,,MIJ
MM-0002,,HEB
MM10,MMCD,
MM41,MMPD,
MM72,,TZM
MMAA,MMAA,ACA
MMAN,MMAN,NTR
MMAS,MMAS,AGU
MMBT,MMBT,HUX
MMCA,MMCA,CNA
MMCB,MMCB,CVJ
MMCC,MMCC,ACN
MMCE,MMCE,CME
MMCG,MMCG,NCG
MMCH,MMCH,
MMCL,MMCL,CUL
MMCM,MMCM,CTM
MMCN,MMCN,CEN
MMCO,MMCO,CJT
MMCP,MMCP,CPE
MMCS,MMCS,CJS
MMCT,MMCT,CZA
MMCU,MMCU,CUU
MMCV,MMCV,CVM
MMCY,MMCY,CYW
MMCZ,MMCZ,CZM
MMDA,,CUA
MMDM,MMDM,MMC
MMDO,MMDO,DGO
MMEP,MMEP,TPQ
MMES,MMES,ESE
MMGL,MMGL,GDL
MMGM,MMGM,GYM
MMGR,MMGR,GUB
MMHC,MMHC,TCN
MMHO,MMHO,HMO
MMIA,MMIA,CLQ
MMIM,MMIM,ISJ
MMIO,MMIO,SLW
MMIT,MMIT,IZT
MMJA,MMJA,JAL
MMJC,MMJC,AZP
MMLC,MMLC,LZC
MMLM,MMLM,LMM
MMLO,MMLO,BJX
MMLP,MMLP,LAP
MMLT,MMLT,LTO
MMMA,MMMA,MAM
MMMD,MMMD,MID
MMMG,MMMG,MUG
MMML,MMML,MXL
MMMM,MMMM,MLM
MMMT,MMMT,MTT
MMMV,MMMV,LOV
MMMX,MMMX,MEX
MMMY,MMMY,MTY
MMMZ,MMMZ,MZT
MMNG,MMNG,NOG
MMNL,MMNL,NLD
MMOX,MMOX,OAX
MMPA,MMPA,PAZ
MMPB,MMPB,PBC
MMPC,MMPC,
MMPE,MMPE,PPE
MMPG,MMPG,PDS
MMPL,MMPL,PCO
MMPN,MMPN,UPN
MMPP,MMPP,
MMPQ,MMPQ,PQM
MMPR,MMPR,PVR
MMPS,MMPS,PXM
MMQT,MMQT,QRO
MMRX,MMRX,REX
MMSD,MMSD,SJD
MMSF,MMSF,SFH
MMSL,MMSL,CSW
MMSM,MMSM,NLU
MMSP,MMSP,SLP
MMSZ,MMSZ,SCX
MMTA,MMTA,
MMTB,MMTB,
MMTC,MMTC,TRC
MMTG,MMTG,TGZ
MMTJ,MMTJ,TIJ
MMTL,MMTL,TQO
MMTM,MMTM,TAM
MMTN,MMTN,TSL
MMTO,MMTO,TLC
MMTP,MMTP,TAP
MMTU,MMTU,TUY
MMTX,MMTX,
MMUN,MMUN,CUN
MMV,,MMV
MMVA,MMVA,VSA
MMVR,MMVR,VER
MMZC,MMZC,ZCL
MMZH,MMZH,ZIH
MMZM,MMZM,ZMM
MMZO,MMZO,ZLO
MMZP,MMZP,
MNBL,MNBL,BEF
MNBZ,MNBZ,BZA
MNCE,MNCE,ECI
MNCI,MNCI,RNI
MNMG,MNMG,MGA
MNP,,MNP
MNPC,MNPC,PUZ
MNRT,MNRT,RFS
MNSC,MNSC,NCR
MNSI,MNSI,SIU
MNWP,MNWP,WSP
MOH,WAFO,MOH
MOS,,MOS
MPBO,MPBO,BOC
MPCE,MPCE,CTD
MPCH,MPCH,CHX
MPDA,MPDA,DAV
MPEJ,MPEJ,ONX
MPHO,,BLB
MPI,,MPI
MPJE,MPJE,JQE
MPMG,MPMG,PAC
MPOA,MPOA,PUE
MPPD,,PDM
MPSA,MPSA,SYP
MPSM,MPSM,RIH
MPTO,MPTO,PTY
MPVR,MPVR,PVE
MPWN,MPWN,NBL
MRAN,MRAN,FON
MRBA,MRBA,BAI
MRBC,MRBC,BCL
MRBT,MRBT,TTQ
MRCC,MRCC,OTR
MRCH,MRCH,JAP
MRCR,MRCR,PLD
MRDK,MRDK,DRK
MRFL,,FMG
MRGF,MRGF,GLF
MRGP,MRGP,GPL
MRIA,MRIA,PBP
MRLB,MRLB,LIR
MRLC,MRLC,LSL
MRLM,MRLM,LIO
MRMJ,MRMJ,CSC
MRNC,MRNC,NCT
MRNS,MRNS,NOB
MROC,MROC,SJO
MRPJ,MRPJ,PJM
MRPM,MRPM,PMZ
MRPV,MRPV,SYQ
MRQP,MRQP,XQP
MRRF,MRRF,RFR
MRSI,MRSI,IPZ
MRSV,MRSV,TOO
MRT,,MRT
MRTM,MRTM,TNO
MRTR,MRTR,TMU
MRUP,MRUP,UPL
MSB,,MSB
MSLP,MSLP,SAL
MSSS,MSSS,ILS
MT-0007,,JCO
MTCA,MTCA,CYA
MTCH,MTCH,CAP
MTF,,MTX
MTJA,MTJA,JAK
MTJE,MTJE,JEE
MTPP,MTPP,PAP
MTPX,MTPX,PAX
MTU,,MTU
MU-0001,,AHG
MUBA,MUBA,BCA
MUBR,MUBR,BWW
MUBY,MUBY,BYM
MUCA,MUCA,AVI
MUCC,MUCC,CCC
MUCF,MUCF,CFG
MUCL,MUCL,CYO
MUCM,MUCM,CMW
MUCU,MUCU,SCU
MUGM,MUGM,NBW
MUGT,MUGT,GAO
MUHA,MUHA,HAV
MUHG,MUHG,HOG
MUKW,MUKW,VRO
MUMA,,UMA
MUMJ,,MJG
MUMO,MUMO,MOA
MUMZ,MUMZ,MZO
MUNG,MUNG,GER
MUPB,MUPB,UPB
MUSC,MUSC,SNU
MUSJ,MUSJ,SNJ
MUSN,MUSN,SZJ
MUSS,MUSS,USS
MUTD,MUTD,TND
MUVR,MUVR,VRA
MUVT,MUVT,VTU
MV-0012,,FMT
MV-0013,,MUM
MW-0001,FWCC,
